epoch,raw_psnr,raw_ssim,ema_psnr,ema_ssim,lr,epoch_time_sec
48,23.66953718163381,0.6095355520801844,23.73336091122237,0.6099207833189143,0.0002,19.83095407485962
49,23.66732791423267,0.6109585003954799,23.736528187393038,0.6101450357972535,0.0002,19.5451877117157
50,23.713924545455843,0.6084574681755431,23.73901046516879,0.6103420883482825,0.0002,19.824466466903687
51,23.72191716417941,0.606165141926606,23.741487997628077,0.6104765657143153,0.0002,19.902990102767944
52,23.723237907287768,0.6104112390451111,23.743618876194837,0.6106253164821824,0.0002,19.680498600006104
53,23.706361499832056,0.6100497557470542,23.74609769562981,0.6107940648772606,0.0002,20.324161529541016
54,23.712907590003155,0.6054886645476546,23.748248032278358,0.6109615945880794,0.0002,20.227442979812622
55,23.704284270822797,0.6090030859610851,23.750705247140182,0.611107533285225,0.0002,20.06627583503723
56,23.708255038263406,0.6084085533282673,23.753498085060354,0.6112281335421279,0.0002,19.58265519142151
57,23.74130840063495,0.6086277508517235,23.75578750580105,0.6113266030839785,0.0002,20.070720195770264
58,23.755428415949833,0.6103992735756153,23.75708078257361,0.6115167779330106,0.0002,20.056480884552002
59,23.70952662501577,0.6104605602430306,23.758465087615665,0.611646434307212,0.0002,19.81442379951477
60,23.740968990940832,0.6094089134149355,23.76003035926884,0.6117308647423381,0.0002,19.78479790687561
61,23.73441738191426,0.6116485329271105,23.761965813418296,0.6117896580817727,0.0002,19.749261617660522
62,23.7170833938717,0.6111214521622974,23.764419703769157,0.6118684501088221,0.0002,19.837913513183594
63,23.695797480087816,0.6129621421779552,23.766448174731845,0.6119577866418957,0.0002,19.794642210006714
64,23.72047398457652,0.6099266085638346,23.768714659068568,0.6120429460905551,0.0002,20.04567575454712
65,23.732723077393842,0.6110260845995429,23.77070125688365,0.6120841020612606,0.0002,19.534514665603638
66,23.735083722827245,0.6103859506225323,23.772338441569467,0.6122143351553462,0.0002,19.212974309921265
67,23.70956472995216,0.6117890186257706,23.774297244192137,0.612337791052016,0.0001,19.586256504058838
68,23.758625530520977,0.6114560413977229,23.775359196595918,0.6124160081514692,0.0001,19.46111035346985
69,23.76567620639685,0.6114385543988128,23.776003234372382,0.6124991169089549,0.0001,19.080041646957397
70,23.748653532320656,0.6127753925847147,23.77648993009466,0.6125867305739489,0.0001,19.62918996810913
71,23.776902735713243,0.6117396676781954,23.777031217453956,0.6126625702553918,0.0001,19.629904985427856
72,23.779516884556173,0.61217089113004,23.777620400501828,0.6127152184714514,0.0001,19.783647537231445
73,23.738727313882794,0.613499003266382,23.77822858590311,0.612761492923126,0.0001,19.840880870819092
74,23.75654868638749,0.6138247638738596,23.779039085280335,0.612813829983772,0.0001,19.553969383239746
75,23.778363075366418,0.6120797382670913,23.779995859380833,0.6128848768188198,0.0001,19.511326551437378
76,23.776397008331763,0.6109581143331086,23.780611871813818,0.6129271307815499,0.0001,19.21625781059265
77,23.755057137481803,0.612512569719408,23.78194792038298,0.6129659152251973,0.0001,19.463914155960083
78,23.77146649705282,0.6134180125343905,23.782581927080813,0.6130443821128035,0.0001,19.336540699005127
79,23.793152205129278,0.610708395804909,23.783449912372127,0.6130839046637048,0.0001,19.501940488815308
80,23.766038028080832,0.6128022544308418,23.784200517418398,0.6131123882752574,0.0001,19.12587571144104
81,23.760223537480446,0.6135891635249437,23.78501745835132,0.613163175305664,0.0001,19.036600351333618
82,23.778342555779787,0.6122777940815212,23.78573885123384,0.613160476292818,0.0001,20.03911852836609
83,23.764768968278407,0.6137181800979693,23.78664300472172,0.6132214763669319,0.0001,19.388545036315918
84,23.774257672890993,0.6126049501318012,23.787361349071606,0.6132694277772132,0.0001,19.72284483909607
85,23.785259010141104,0.6127172690410005,23.788250351056565,0.613308321092892,0.0001,19.292116165161133
86,23.75912626263002,0.6138535578058625,23.789052650982036,0.6133715106658677,0.0001,19.68437623977661
87,23.776273532142334,0.6134324923106139,23.78970153694919,0.6134338039526945,0.0001,19.536834478378296
88,23.750995865389065,0.6144968023614743,23.790737426101025,0.6134506780067801,5e-05,19.480003595352173
89,23.781717585134253,0.6134522022726223,23.790919285305186,0.6134929282019268,5e-05,19.543806552886963
90,23.78091950354082,0.6135705533735579,23.791116683850678,0.6135172035274219,5e-05,19.7933452129364
91,23.782418308669826,0.6131380546209775,23.791544378554676,0.6135298189282412,5e-05,19.736875534057617
92,23.78991711275156,0.6137073382811554,23.79161584933968,0.6135416125004626,5e-05,19.488112688064575
93,23.78650611683142,0.6131769207305534,23.791696914095947,0.6135597617676886,5e-05,19.54241919517517
94,23.787438197444658,0.613383897780043,23.791879911075156,0.6135655210126258,5e-05,19.451046228408813
95,23.79215904347525,0.6129696184018412,23.792066108774563,0.6135771632213813,5e-05,18.93999481201172
96,23.788116473567904,0.6133340226992593,23.792417023239345,0.613596567460571,5e-05,19.727945804595947
97,23.781971173656498,0.6136013591659666,23.792685505010155,0.613605525022523,2.5e-05,19.600013971328735
98,23.79782161993114,0.6132320328156995,23.79258616497514,0.6136223553310943,2.5e-05,19.508155822753906
99,23.789136910858655,0.6137385399659816,23.79260810504747,0.6136423844945291,2.5e-05,19.473251342773438
100,23.794188809754427,0.6132563919493559,23.792914885334582,0.6136559047860767,2.5e-05,19.476846933364868
101,23.78507521558204,0.6139116236857151,23.79267573886916,0.6136712856234188,2.5e-05,19.54070520401001
102,23.791976624437215,0.6134769145464899,23.792995232783223,0.6136915373967123,2.5e-05,19.72590208053589
103,23.794178073934287,0.6135395846955426,23.793073892577606,0.6137017489140124,2.5e-05,19.965378046035767
104,23.787965338603684,0.6141161285634151,23.793383206805593,0.6137030384247332,2.5e-05,20.09680724143982
105,23.79280197479651,0.6137194051818635,23.793202998071664,0.6137057239432415,2.5e-05,20.276708126068115
106,23.789255315946754,0.6134414971730272,23.793443564550017,0.6137027944560198,2.5e-05,20.024682760238647
107,23.786196085581654,0.6137315281990572,23.793326970032723,0.6137173407585436,1.25e-05,20.04067325592041
108,23.79724480486606,0.6133751309320887,23.793505129200543,0.613727573904694,1.25e-05,20.216350078582764
109,23.79199509386283,0.6136780221578747,23.793290024458216,0.6137338727656204,1.25e-05,19.68461561203003
110,23.791946415777918,0.6138382023361534,23.793400312063792,0.6137414394578151,1.25e-05,19.909342050552368
111,23.787658684477716,0.6138907673289141,23.79378683671481,0.6137440848514174,1.25e-05,19.93946623802185
112,23.79207789544624,0.6135222421357677,23.79389507008899,0.6137459125674105,1.25e-05,20.369598865509033
113,23.794851054378064,0.6136890058346421,23.79377629675939,0.6137437319547463,1.25e-05,19.561755657196045
114,23.790212739812937,0.6137656236341554,23.7938421479856,0.6137387602374467,1.25e-05,20.09310531616211
115,23.79243358369002,0.6136086209963073,23.79398357558913,0.6137474016313952,1.25e-05,19.891059637069702
116,23.78958674680281,0.613852605984345,23.794096132082945,0.613756932330386,6.25e-06,19.411039113998413
117,23.794278908567847,0.6135915365033396,23.794087643989155,0.6137501747595969,6.25e-06,19.689844608306885
118,23.794979292853967,0.613571644190251,23.79404013769327,0.6137606887213148,6.25e-06,19.385912895202637
119,23.792178593847378,0.6137950999759862,23.793857279899242,0.6137660834516696,6.25e-06,19.43924903869629
120,23.79506895534575,0.6137733926716373,23.793907671612963,0.6137717285587049,6.25e-06,19.08333396911621
121,23.792044371587977,0.6137811663600325,23.79403161120544,0.6137763489768703,6.25e-06,19.865700483322144
122,23.793563873608807,0.6137886005708165,23.79411675995811,0.6137761000373199,6.25e-06,19.463194608688354
123,23.79469324907008,0.6137589191126865,23.794203988938836,0.6137754075776131,6.25e-06,19.589730978012085
124,23.792727532524445,0.6136540919667097,23.794079045758888,0.6137734147145839,6.25e-06,19.641608715057373
125,23.794818750706316,0.6137401546762874,23.794100029833654,0.6137811210929464,3.125e-06,19.66292715072632
126,23.79699031279736,0.6135724572628628,23.794098168344185,0.6137887800620568,3.125e-06,19.566065788269043
127,23.794352405967835,0.6137713942009502,23.794306757957283,0.6137765441488225,3.125e-06,19.605594873428345
128,23.794539618077753,0.6139083961110501,23.794376350919286,0.6137872013382342,3.125e-06,19.481407642364502
129,23.794128821114963,0.6137335489329152,23.794455156629034,0.6137921736453372,3.125e-06,19.06973099708557
130,23.794985739050144,0.6137369221095829,23.794399621325034,0.6137937744755315,3.125e-06,19.60714364051819
131,23.7956645183701,0.6138551613269821,23.7942843549665,0.6137945891021185,3.125e-06,19.537006378173828
132,23.795540089252622,0.6137660897336114,23.79427248582351,0.6138071919600623,3.125e-06,19.087262630462646
133,23.79392757111292,0.6139049826602893,23.79423432890489,0.6138114109064036,3.125e-06,19.064523935317993
134,23.796571142355603,0.6136706855119242,23.7945230228226,0.6138123360111107,1.5625e-06,19.77609944343567
135,23.79419491899814,0.6139356582599773,23.79459647709495,0.6138156079052213,1.5625e-06,19.640396118164062
136,23.79436248137221,0.6138240356641992,23.79457168818322,0.6138132328925814,1.5625e-06,19.689656019210815
137,23.795002969033774,0.6137741940943139,23.79458442228861,0.6138100793666467,1.5625e-06,19.727575302124023
138,23.79451793855785,0.61378633509408,23.794658854085807,0.6138091364820489,1.5625e-06,19.664844751358032
139,23.793729209047598,0.6138995728009707,23.794786114316445,0.6138141245959047,1.5625e-06,19.680622577667236
140,23.79467590079506,0.613721336374402,23.794785829028875,0.6138240951825791,1.5625e-06,19.81764554977417
141,23.793389990287118,0.6138516702237236,23.794786035568404,0.6138273061420533,1.5625e-06,19.677345514297485
142,23.794479013623356,0.6137974408334796,23.79461875820732,0.6138221140858421,1.5625e-06,19.705854654312134
143,23.79344139278456,0.6139317184674505,23.794738048984737,0.613810464311677,7.8125e-07,19.296339511871338
144,23.794456977808284,0.6138529298787195,23.794642116566425,0.6138240064468611,7.8125e-07,20.00788402557373
145,23.794346580696796,0.6137829578787418,23.794614482522817,0.6138236924926748,7.8125e-07,19.866997480392456
146,23.794658726448212,0.6137717193832022,23.79467837320332,0.6138238211503038,7.8125e-07,19.724166870117188
147,23.794937523499254,0.6137982338780755,23.7947524976899,0.6138187010880051,7.8125e-07,19.593217134475708
148,23.794220938281327,0.6138492237138921,23.794671750477598,0.61381906600789,7.8125e-07,19.75648069381714
149,23.794222580044657,0.6138057747779715,23.794628717139915,0.6138210084841339,7.8125e-07,19.721474409103394
150,23.794798207158998,0.6137918419613873,23.79458532586044,0.6138172699884331,7.8125e-07,20.466882705688477
151,23.794558389219414,0.6138587136300505,23.794619763794554,0.6138261085722437,7.8125e-07,20.630022287368774
152,23.794424167388538,0.613821910787532,23.794725260333756,0.6138231428986155,3.90625e-07,20.51519465446472
153,23.79481254530321,0.6137672953416532,23.794727945942775,0.6138237894523942,3.90625e-07,20.302837371826172
154,23.79487263695933,0.6138038377967774,23.79479281629723,0.6138174505394123,3.90625e-07,20.222378730773926
155,23.79452600608996,0.6138885385970717,23.79472904536054,0.6138202131091645,3.90625e-07,20.544493436813354
156,23.794346537311817,0.6138558610433055,23.79472953855461,0.6138290971755055,3.90625e-07,20.317233324050903
157,23.794612806261366,0.6138317698204044,23.794682026976528,0.6138371939013438,3.90625e-07,20.36206579208374
158,23.794340952934384,0.6138579099982684,23.79469430365631,0.6138306286623813,3.90625e-07,20.279696702957153
159,23.79464824441375,0.6137886838450036,23.794811916252144,0.6138237331748021,3.90625e-07,20.32894277572632
160,23.794152710888003,0.6138766936745497,23.794841378327124,0.613821250624904,3.90625e-07,20.338884353637695
161,23.794574639623683,0.6137650977968636,23.79480588791199,0.6138244570785604,1.953125e-07,20.32863450050354
162,23.7947298787498,0.6138521152320165,23.794874007551208,0.613817331060937,1.953125e-07,20.19923758506775
163,23.794763278478804,0.6138209315074998,23.794880753820866,0.6138204866099906,1.953125e-07,20.24541187286377
164,23.794678524890863,0.6138355632256686,23.794913165012357,0.6138209910238214,1.953125e-07,20.353724718093872
165,23.79476474358233,0.6138192599743804,23.79485001663247,0.6138274041371663,1.953125e-07,20.55544090270996
166,23.794252609196437,0.6138331301928663,23.79480364149606,0.6138284683162426,1.953125e-07,20.35247492790222
167,23.79455211805724,0.6138056364930002,23.794802526268654,0.6138271898871461,1.953125e-07,20.00660467147827
168,23.794402741342033,0.6138205257098036,23.794726052075962,0.6138276224688086,1.953125e-07,20.221460342407227
169,23.794614401424894,0.6138285508106983,23.794779071240423,0.6138242416707935,1.953125e-07,20.39021134376526
170,23.794645294503088,0.6138139716081604,23.794788170945477,0.6138229538454164,9.765625e-08,20.365970373153687
171,23.794693503760254,0.6138160885900357,23.794778998784544,0.6138214913034231,9.765625e-08,20.2001371383667
172,23.7943524879762,0.6138413984583991,23.79478263071472,0.6138218962662627,9.765625e-08,20.162013053894043
173,23.7948377902661,0.61383426815889,23.794747631011482,0.6138264847148305,9.765625e-08,20.230236053466797
174,23.794631852217186,0.6138389410801937,23.794785334222713,0.6138265248364694,9.765625e-08,20.3015615940094
175,23.794445642421206,0.6138502637224168,23.794726695826437,0.6138296047196337,9.765625e-08,20.306267261505127
176,23.79495091966146,0.6138080779981062,23.794734858879586,0.6138268191834403,9.765625e-08,20.21853017807007
177,23.794515747243892,0.6138464004313794,23.79475790237762,0.6138252112077348,9.765625e-08,20.15620470046997
178,23.7944071568973,0.6138350758554368,23.79471496149333,0.6138286498523591,9.765625e-08,20.157443284988403
179,23.79463053760029,0.613817191149321,23.794703937157596,0.6138277620770094,4.8828125e-08,20.297906637191772
180,23.794618384465014,0.613822015821519,23.794711086380143,0.6138262918136759,4.8828125e-08,20.28984236717224
181,23.79471986104032,0.6138255001656672,23.7947517283052,0.6138240472607562,4.8828125e-08,20.248800039291382
182,23.79466774701261,0.6138222973958388,23.79473699515876,0.6138239866279416,4.8828125e-08,20.466846704483032
183,23.794553460631107,0.6138357143581122,23.79471045510562,0.6138261330124454,4.8828125e-08,20.413878202438354
184,23.794586323698116,0.6138346650760893,23.79473624461734,0.6138265834267134,4.8828125e-08,20.309547662734985
185,23.79489751583006,0.6138107856309809,23.794756080978974,0.6138250232703965,4.8828125e-08,20.579293727874756
186,23.7948995984881,0.6138140654551664,23.794806886904578,0.6138227956311246,4.8828125e-08,20.268444776535034
187,23.79471655590691,0.6138512542844938,23.794807900334405,0.613825539746661,4.8828125e-08,20.182090520858765
188,23.794850312150384,0.6138229024244453,23.794796851428504,0.6138249559359003,2.44140625e-08,20.303903341293335
189,23.79474615547983,0.6138324227816041,23.794791122697497,0.6138255780919775,2.44140625e-08,20.347389698028564
190,23.794694715459933,0.613828980060448,23.794767938611525,0.6138259502647648,2.44140625e-08,20.270949840545654
191,23.794578111123798,0.6138362982081879,23.794754365127655,0.6138255634101647,2.44140625e-08,20.335009336471558
192,23.794643167220617,0.6138329871092291,23.794740435018355,0.613826114236844,2.44140625e-08,20.311092138290405
193,23.794603058682956,0.6138293576893677,23.794737362898847,0.6138261593610876,2.44140625e-08,20.254475593566895
194,23.79473258722244,0.613827600285906,23.79474382369003,0.6138243874124281,2.44140625e-08,20.282164812088013
