severity,severity_multiplier,file,L_gain,K_poisson,sigma_A,psnr_model,ssim_model,psnr_classical,ssim_classical,model_output_finite
1.0x (worst seen in training),1.0,000803.npy,29.320252184569952,31.065673426601712,0.0151402439385018,21.03347982153785,0.5819903732660695,16.904895075099912,0.39708013599104947,True
1.0x (worst seen in training),1.0,003553.npy,29.320252184569952,31.065673426601712,0.0151402439385018,19.69477083952736,0.5308894493611128,17.76944657276155,0.4793245729159573,True
1.0x (worst seen in training),1.0,001804.npy,29.320252184569952,31.065673426601712,0.0151402439385018,20.15955147932541,0.32139126736883533,16.213414177610712,0.2121515171052938,True
1.0x (worst seen in training),1.0,004043.npy,29.320252184569952,31.065673426601712,0.0151402439385018,21.041958314567843,0.25803723902538345,16.68085418725127,0.12293467475297665,True
1.0x (worst seen in training),1.0,004501.npy,29.320252184569952,31.065673426601712,0.0151402439385018,21.82696632056597,0.6476734987011059,18.23644395537088,0.5222826341053998,True
1.0x (worst seen in training),1.0,001399.npy,29.320252184569952,31.065673426601712,0.0151402439385018,20.19302782784194,0.32649217775442474,18.374629979745386,0.3026542782494645,True
1.0x (worst seen in training),1.0,004322.npy,29.320252184569952,31.065673426601712,0.0151402439385018,20.198521148499246,0.3666080249524682,16.68464884535148,0.2446179422740557,True
1.0x (worst seen in training),1.0,003780.npy,29.320252184569952,31.065673426601712,0.0151402439385018,20.772552014212103,0.4507083817225628,17.50202773401257,0.32182011590151244,True
1.0x (worst seen in training),1.0,002711.npy,29.320252184569952,31.065673426601712,0.0151402439385018,19.9578689283739,0.2826674106753034,16.14809020556882,0.17652589315751294,True
1.0x (worst seen in training),1.0,002170.npy,29.320252184569952,31.065673426601712,0.0151402439385018,20.78838505765215,0.3409214110476658,17.598538179189966,0.23989100905139576,True
1.0x (worst seen in training),1.0,002422.npy,29.320252184569952,31.065673426601712,0.0151402439385018,18.42287754135254,0.5969082462032739,16.232853123149404,0.5099504399960668,True
1.0x (worst seen in training),1.0,000916.npy,29.320252184569952,31.065673426601712,0.0151402439385018,16.98559930419475,0.3682564528370338,15.386210007519388,0.3651793906543129,True
1.0x (worst seen in training),1.0,002756.npy,29.320252184569952,31.065673426601712,0.0151402439385018,19.634963362845326,0.4429875642447905,16.678729076971585,0.37051300310750823,True
1.0x (worst seen in training),1.0,000223.npy,29.320252184569952,31.065673426601712,0.0151402439385018,20.313555503529244,0.5845132718109258,16.869856024385896,0.4319459665608736,True
1.0x (worst seen in training),1.0,000605.npy,29.320252184569952,31.065673426601712,0.0151402439385018,20.930622352803393,0.27461830292432604,18.95905869374336,0.24641884717488802,True
1.0x (worst seen in training),1.0,004644.npy,29.320252184569952,31.065673426601712,0.0151402439385018,19.45572998752423,0.36185582969620506,16.055549020550593,0.23528141342277073,True
1.0x (worst seen in training),1.0,003700.npy,29.320252184569952,31.065673426601712,0.0151402439385018,21.250043246834267,0.2041465387252407,17.139515856588545,0.10621645807448105,True
1.0x (worst seen in training),1.0,002855.npy,29.320252184569952,31.065673426601712,0.0151402439385018,19.526668603725028,0.2517001698344245,16.343351637834893,0.20339676036147816,True
1.0x (worst seen in training),1.0,002272.npy,29.320252184569952,31.065673426601712,0.0151402439385018,18.47476567775118,0.4130868066038926,15.838041461106789,0.3210120482014882,True
1.0x (worst seen in training),1.0,003309.npy,29.320252184569952,31.065673426601712,0.0151402439385018,17.855908248819013,0.3643079792320257,16.627509409949695,0.37478110903826345,True
1.0x (worst seen in training),1.0,002863.npy,29.320252184569952,31.065673426601712,0.0151402439385018,16.229889009146547,0.46551840011750406,15.083471186368955,0.4673411590182436,True
1.0x (worst seen in training),1.0,001984.npy,29.320252184569952,31.065673426601712,0.0151402439385018,25.251410588792325,0.3621445216739465,22.482333001232256,0.2682555764354559,True
1.0x (worst seen in training),1.0,000157.npy,29.320252184569952,31.065673426601712,0.0151402439385018,18.79341741997945,0.4794785236379755,16.346976381851533,0.39767146355065286,True
