severity,severity_multiplier,file,L_gain,K_poisson,sigma_A,psnr_model,ssim_model,psnr_classical,ssim_classical,model_output_finite
1.5x,1.5,003309.npy,19.5468347897133,20.710448951067807,0.0227103659077527,16.793761209529336,0.3160718915888996,15.40578576028365,0.313504421156741,True
1.5x,1.5,002863.npy,19.5468347897133,20.710448951067807,0.0227103659077527,15.17135533545774,0.41474340393520737,13.956744575964379,0.40929143775124477,True
1.5x,1.5,001984.npy,19.5468347897133,20.710448951067807,0.0227103659077527,23.401600642721903,0.28218091766564884,21.082066900623246,0.21460668496083962,True
1.5x,1.5,000157.npy,19.5468347897133,20.710448951067807,0.0227103659077527,17.136181974715136,0.38328134107965034,14.863855521817296,0.3210955037961294,True
1.5x,1.5,003209.npy,19.5468347897133,20.710448951067807,0.0227103659077527,20.184171469748527,0.40563586874428037,17.733460493711807,0.3232342491126389,True
1.5x,1.5,001200.npy,19.5468347897133,20.710448951067807,0.0227103659077527,16.853497838375127,0.37262924236882433,14.5229621215916,0.30040059888578324,True
1.5x,1.5,004264.npy,19.5468347897133,20.710448951067807,0.0227103659077527,19.242996691029024,0.2700871248222458,16.11428313293445,0.18338740347690669,True
1.75x,1.75,002161.npy,16.754429819754257,17.75181338662955,0.02649542689237815,18.96178720172366,0.3199797972220471,15.854005041149454,0.21873586590208433,True
1.75x,1.75,003251.npy,16.754429819754257,17.75181338662955,0.02649542689237815,17.505833178735667,0.42193073623830124,14.656517270587873,0.34335306599852994,True
1.75x,1.75,003265.npy,16.754429819754257,17.75181338662955,0.02649542689237815,19.78621533309067,0.1968272833041008,16.431586812909693,0.1296838760091628,True
1.75x,1.75,003222.npy,16.754429819754257,17.75181338662955,0.02649542689237815,20.32486239093377,0.23317891081775452,16.839387441884572,0.14862989629197848,True
1.75x,1.75,001361.npy,16.754429819754257,17.75181338662955,0.02649542689237815,18.15450940894627,0.21528240848627134,16.204008985849466,0.19233594296136303,True
1.75x,1.75,003443.npy,16.754429819754257,17.75181338662955,0.02649542689237815,17.56264482288306,0.2966674782552428,15.359923487726077,0.24581481006967093,True
1.75x,1.75,000927.npy,16.754429819754257,17.75181338662955,0.02649542689237815,15.777289218460282,0.3701332944999214,14.319634668041548,0.3668297104363356,True
1.75x,1.75,001447.npy,16.754429819754257,17.75181338662955,0.02649542689237815,17.513690724439495,0.14767941853082858,14.837348994598266,0.11459492477437759,True
1.75x,1.75,003616.npy,16.754429819754257,17.75181338662955,0.02649542689237815,16.152490335620584,0.10290043064606262,13.643366820373146,0.07576356882171717,True
1.75x,1.75,003787.npy,16.754429819754257,17.75181338662955,0.02649542689237815,18.951000802411116,0.31687261974365893,16.53117367154254,0.2573340858640619,True
1.75x,1.75,003808.npy,16.754429819754257,17.75181338662955,0.02649542689237815,16.80306949958742,0.46872541056602585,14.534278666071856,0.3892209379124398,True
1.75x,1.75,001105.npy,16.754429819754257,17.75181338662955,0.02649542689237815,17.579541004438415,0.29921017914564196,15.31032977874704,0.24127675221589856,True
1.75x,1.75,004675.npy,16.754429819754257,17.75181338662955,0.02649542689237815,16.95204328078771,0.25517187105205585,14.837308511293726,0.227443392980425,True
1.75x,1.75,002566.npy,16.754429819754257,17.75181338662955,0.02649542689237815,17.408498625738474,0.17859031145386758,15.144753987971132,0.14163595496856032,True
1.75x,1.75,000889.npy,16.754429819754257,17.75181338662955,0.02649542689237815,17.779069920724652,0.3164042710893263,15.716867981885967,0.26631426845869244,True
1.75x,1.75,002633.npy,16.754429819754257,17.75181338662955,0.02649542689237815,17.197917101099364,0.22847756656771828,14.89940092268606,0.19454950605693405,True
1.75x,1.75,003572.npy,16.754429819754257,17.75181338662955,0.02649542689237815,19.088320603713168,0.4095242773834673,17.481083240703054,0.3743722095778923,True
1.75x,1.75,004531.npy,16.754429819754257,17.75181338662955,0.02649542689237815,17.638877719421856,0.15977091481923844,14.982988701404016,0.14088230946559543,True
1.75x,1.75,003004.npy,16.754429819754257,17.75181338662955,0.02649542689237815,17.88041889626411,0.359444951217964,15.934251950257076,0.3134710385318061,True
1.75x,1.75,003810.npy,16.754429819754257,17.75181338662955,0.02649542689237815,17.98328316405524,0.1762526396019444,15.178469396770847,0.13373509692502591,True
1.75x,1.75,000711.npy,16.754429819754257,17.75181338662955,0.02649542689237815,16.66262020766301,0.3480340772755819,14.511205791069788,0.307874281722889,True
1.75x,1.75,000488.npy,16.754429819754257,17.75181338662955,0.02649542689237815,15.424349046129375,0.3005197765885841,14.212551595911895,0.3063968358668285,True
1.75x,1.75,003062.npy,16.754429819754257,17.75181338662955,0.02649542689237815,14.55612409707371,0.5457154439301072,13.375591055656066,0.5175211844417466,True
1.75x,1.75,001132.npy,16.754429819754257,17.75181338662955,0.02649542689237815,17.626177067658432,0.14080097725035046,15.67766735091398,0.11358500522429742,True
1.75x,1.75,004572.npy,16.754429819754257,17.75181338662955,0.02649542689237815,18.517525869045972,0.44204832018247775,16.192854896521556,0.3673815867918139,True
1.75x,1.75,003807.npy,16.754429819754257,17.75181338662955,0.02649542689237815,16.623485245184987,0.4609529363366242,14.333514124107138,0.38181962414526605,True
1.75x,1.75,000994.npy,16.754429819754257,17.75181338662955,0.02649542689237815,15.831814050305814,0.18442864691179253,13.72288832942269,0.16548264301131307,True
1.75x,1.75,000093.npy,16.754429819754257,17.75181338662955,0.02649542689237815,17.39693363949598,0.15200788565634216,15.343768349492459,0.12852091928330692,True
1.75x,1.75,000559.npy,16.754429819754257,17.75181338662955,0.02649542689237815,18.341116608406836,0.24903654342781503,17.05050664663496,0.2453673796795142,True
1.75x,1.75,003835.npy,16.754429819754257,17.75181338662955,0.02649542689237815,17.94153656560576,0.4586532045622945,16.172298970347285,0.41542875066114276,True
1.75x,1.75,002647.npy,16.754429819754257,17.75181338662955,0.02649542689237815,16.409175851020777,0.17950992414826922,14.216812774648444,0.14856714886360592,True
1.75x,1.75,004561.npy,16.754429819754257,17.75181338662955,0.02649542689237815,17.518484376164107,0.49119413547349616,15.629075191115094,0.433182337041547,True
1.75x,1.75,001107.npy,16.754429819754257,17.75181338662955,0.02649542689237815,17.315228257725263,0.2817663718571044,15.50625909076977,0.25466029737310575,True
1.75x,1.75,002144.npy,16.754429819754257,17.75181338662955,0.02649542689237815,17.971874921806318,0.5121134950727346,16.367022773600354,0.46972286862414325,True
1.75x,1.75,000803.npy,16.754429819754257,17.75181338662955,0.02649542689237815,17.741625241373264,0.4187086262253262,14.943937835548137,0.31163867864993483,True
1.75x,1.75,003553.npy,16.754429819754257,17.75181338662955,0.02649542689237815,17.44359834414484,0.4117832818075962,15.594942817350487,0.3733915753323362,True
1.75x,1.75,001804.npy,16.754429819754257,17.75181338662955,0.02649542689237815,16.936149454135524,0.21466982992847458,14.199088551708027,0.15922542725084607,True
1.75x,1.75,004043.npy,16.754429819754257,17.75181338662955,0.02649542689237815,17.551750886663335,0.13503222327048675,14.52683713402896,0.07902366170675022,True
1.75x,1.75,004501.npy,16.754429819754257,17.75181338662955,0.02649542689237815,18.88817033961039,0.5139784023276232,16.25084946121663,0.4310071726632947,True
1.75x,1.75,001399.npy,16.754429819754257,17.75181338662955,0.02649542689237815,18.22156874266218,0.2609221511730539,16.454273770756508,0.2344599994144741,True
1.75x,1.75,004322.npy,16.754429819754257,17.75181338662955,0.02649542689237815,17.352324826690037,0.2443247681428719,14.669306455240807,0.17156588880749885,True
1.75x,1.75,003780.npy,16.754429819754257,17.75181338662955,0.02649542689237815,18.112709541377736,0.3202626410507187,15.40868133179784,0.2344736644413245,True
1.75x,1.75,002711.npy,16.754429819754257,17.75181338662955,0.02649542689237815,16.94732015488772,0.1808679042172207,14.08442284506408,0.13313235573846247,True
1.75x,1.75,002170.npy,16.754429819754257,17.75181338662955,0.02649542689237815,17.903541206586883,0.2199588605287466,15.342338218113902,0.16327919358173404,True
1.75x,1.75,002422.npy,16.754429819754257,17.75181338662955,0.02649542689237815,16.035203787161155,0.47377461981590197,14.180820398333404,0.41225775813769255,True
1.75x,1.75,000916.npy,16.754429819754257,17.75181338662955,0.02649542689237815,15.364182401942902,0.2994109780800178,13.596176162013794,0.2879887475081797,True
1.75x,1.75,002756.npy,16.754429819754257,17.75181338662955,0.02649542689237815,17.146904216969826,0.3477026265103741,14.826988409152984,0.31378967197635543,True
1.75x,1.75,000223.npy,16.754429819754257,17.75181338662955,0.02649542689237815,17.064599397251037,0.4164903666907996,14.708903142703058,0.32728841738150305,True
1.75x,1.75,000605.npy,16.754429819754257,17.75181338662955,0.02649542689237815,18.779911594026252,0.19318611201941951,16.904429645578322,0.16997732172970276,True
1.75x,1.75,004644.npy,16.754429819754257,17.75181338662955,0.02649542689237815,17.25292337383226,0.25069088817491336,14.253045281701876,0.17226264968922425,True
1.75x,1.75,003700.npy,16.754429819754257,17.75181338662955,0.02649542689237815,17.952105270518043,0.11651685117882785,14.932474573957176,0.07232711168067955,True
1.75x,1.75,002855.npy,16.754429819754257,17.75181338662955,0.02649542689237815,16.967007045932295,0.1759951116514635,14.387499557160197,0.15093698734139313,True
1.75x,1.75,002272.npy,16.754429819754257,17.75181338662955,0.02649542689237815,16.235386209740415,0.2970865375006761,13.89027728688661,0.2391366768641218,True
1.75x,1.75,003309.npy,16.754429819754257,17.75181338662955,0.02649542689237815,16.492951983300927,0.2998604180869237,14.96763019942123,0.2942326620387743,True
1.75x,1.75,002863.npy,16.754429819754257,17.75181338662955,0.02649542689237815,14.860813444295344,0.39268901480356905,13.517629819751068,0.3857128503345986,True
1.75x,1.75,001984.npy,16.754429819754257,17.75181338662955,0.02649542689237815,22.837799832611744,0.2663946458262708,20.43679490384536,0.20188728832874087,True
1.75x,1.75,000157.npy,16.754429819754257,17.75181338662955,0.02649542689237815,16.543051456526648,0.36309495173290063,14.331583604325747,0.30440018234040817,True
1.75x,1.75,003209.npy,16.754429819754257,17.75181338662955,0.02649542689237815,19.31232161139668,0.3691432884082261,17.06417955760073,0.2983919812478261,True
1.75x,1.75,001200.npy,16.754429819754257,17.75181338662955,0.02649542689237815,15.942150169967606,0.33015708657734877,13.891791038096494,0.27233875457231976,True
1.75x,1.75,004264.npy,16.754429819754257,17.75181338662955,0.02649542689237815,18.329403071488258,0.22875024688263532,15.475799652258742,0.16024674786327006,True
2.0x,2.0,002161.npy,14.660126092284976,15.532836713300856,0.0302804878770036,18.318681145317598,0.2871808893698146,15.401990805767182,0.20044060830389418,True
2.0x,2.0,003251.npy,14.660126092284976,15.532836713300856,0.0302804878770036,16.944305602692502,0.39406727572541456,14.148083532852178,0.32294297565862234,True
2.0x,2.0,003265.npy,14.660126092284976,15.532836713300856,0.0302804878770036,19.073260110743227,0.17059993640827173,15.936988128466824,0.11518247226753915,True
2.0x,2.0,003222.npy,14.660126092284976,15.532836713300856,0.0302804878770036,19.33932091067009,0.1963386270848345,16.27412682714594,0.13369571432553826,True
2.0x,2.0,001361.npy,14.660126092284976,15.532836713300856,0.0302804878770036,17.71103073837984,0.19617804154118565,15.699098476087958,0.17264228649809,True
2.0x,2.0,003443.npy,14.660126092284976,15.532836713300856,0.0302804878770036,17.141823832815412,0.27443136028013354,14.975349473893955,0.22485008889667005,True
2.0x,2.0,000927.npy,14.660126092284976,15.532836713300856,0.0302804878770036,15.46026332409953,0.35316271007585703,13.908213539828274,0.3494569312295144,True
2.0x,2.0,001447.npy,14.660126092284976,15.532836713300856,0.0302804878770036,16.728198268358813,0.1384230208606783,14.37270201278338,0.11065608467599905,True
2.0x,2.0,003616.npy,14.660126092284976,15.532836713300856,0.0302804878770036,15.721482585172923,0.09288862969819561,13.206499196972734,0.06538383471498481,True
2.0x,2.0,003787.npy,14.660126092284976,15.532836713300856,0.0302804878770036,18.322275577566437,0.28172448959082097,15.981129997038707,0.22936270866609207,True
2.0x,2.0,003808.npy,14.660126092284976,15.532836713300856,0.0302804878770036,16.398527071226795,0.44378694920154627,14.06591150202708,0.3654109857449118,True
2.0x,2.0,001105.npy,14.660126092284976,15.532836713300856,0.0302804878770036,17.12297321903684,0.27926554498580475,14.784234749502176,0.2235750304519846,True
2.0x,2.0,004675.npy,14.660126092284976,15.532836713300856,0.0302804878770036,16.490474983058093,0.23557100591889008,14.391525695148914,0.20843149112429138,True
2.0x,2.0,002566.npy,14.660126092284976,15.532836713300856,0.0302804878770036,16.93461057619251,0.15744106040442024,14.657258041428001,0.12114810694328738,True
2.0x,2.0,000889.npy,14.660126092284976,15.532836713300856,0.0302804878770036,17.28291412241423,0.29119592933399624,15.22754300530411,0.2451932665414141,True
2.0x,2.0,002633.npy,14.660126092284976,15.532836713300856,0.0302804878770036,16.60385387130966,0.20689988646837468,14.294684415764856,0.17475911038181163,True
2.0x,2.0,003572.npy,14.660126092284976,15.532836713300856,0.0302804878770036,18.67615368607033,0.3855642764890203,17.03736730285946,0.34902412234663605,True
2.0x,2.0,004531.npy,14.660126092284976,15.532836713300856,0.0302804878770036,17.27890037513616,0.15215733618704438,14.450735770298044,0.13476280369762042,True
2.0x,2.0,003004.npy,14.660126092284976,15.532836713300856,0.0302804878770036,17.479843032448372,0.337616416627708,15.488065162050589,0.29634543850204026,True
2.0x,2.0,003810.npy,14.660126092284976,15.532836713300856,0.0302804878770036,17.43810450337316,0.15944154881940356,14.689550052374825,0.12037176173420198,True
2.0x,2.0,000711.npy,14.660126092284976,15.532836713300856,0.0302804878770036,16.007672781047127,0.31599848459938445,14.003261558272433,0.2846948200701793,True
2.0x,2.0,000488.npy,14.660126092284976,15.532836713300856,0.0302804878770036,15.07243516695149,0.29225207160566247,13.811251457241454,0.2961976815126424,True
2.0x,2.0,003062.npy,14.660126092284976,15.532836713300856,0.0302804878770036,14.202795291533343,0.5248538520183544,12.993578517332685,0.4964760547525773,True
2.0x,2.0,001132.npy,14.660126092284976,15.532836713300856,0.0302804878770036,17.220894507706088,0.12298120410599676,15.171406302381413,0.09524073161016511,True
2.0x,2.0,004572.npy,14.660126092284976,15.532836713300856,0.0302804878770036,18.09555971803276,0.42621846637486077,15.734747924025312,0.34934056125463736,True
2.0x,2.0,003807.npy,14.660126092284976,15.532836713300856,0.0302804878770036,16.124599307093305,0.44382440258829564,13.936356521797684,0.36897014498170144,True
2.0x,2.0,000994.npy,14.660126092284976,15.532836713300856,0.0302804878770036,15.55141966332956,0.1687944796203587,13.277401528757762,0.15065936870355154,True
2.0x,2.0,000093.npy,14.660126092284976,15.532836713300856,0.0302804878770036,16.933133294129462,0.13707962142585753,14.847857790625591,0.11637943912163651,True
2.0x,2.0,000559.npy,14.660126092284976,15.532836713300856,0.0302804878770036,18.11354743930177,0.24162935364052415,16.687641112219794,0.23246539790489143,True
2.0x,2.0,003835.npy,14.660126092284976,15.532836713300856,0.0302804878770036,17.41130716189183,0.43127440001435235,15.636817727128298,0.38421675787911747,True
2.0x,2.0,002647.npy,14.660126092284976,15.532836713300856,0.0302804878770036,15.996734956149945,0.16413898869515997,13.709521051819555,0.13307678377765889,True
2.0x,2.0,004561.npy,14.660126092284976,15.532836713300856,0.0302804878770036,16.937381833354245,0.4505398402980736,15.102966252558414,0.4031472026097778,True
2.0x,2.0,001107.npy,14.660126092284976,15.532836713300856,0.0302804878770036,16.916979770045927,0.2657937395446927,15.004074373416415,0.23611614242909587,True
2.0x,2.0,002144.npy,14.660126092284976,15.532836713300856,0.0302804878770036,17.51330420826492,0.4812532090185209,15.924178171273677,0.44139177438032184,True
2.0x,2.0,000803.npy,14.660126092284976,15.532836713300856,0.0302804878770036,17.164128786739667,0.3866790369004684,14.413177217032134,0.289020129979061,True
2.0x,2.0,003553.npy,14.660126092284976,15.532836713300856,0.0302804878770036,16.889625134004667,0.3809932009942606,15.011157249222613,0.3424571022770505,True
2.0x,2.0,001804.npy,14.660126092284976,15.532836713300856,0.0302804878770036,16.444657117182157,0.19592031948555744,13.665750074045187,0.1457520740953808,True
2.0x,2.0,004043.npy,14.660126092284976,15.532836713300856,0.0302804878770036,17.228406845763637,0.12538346372034767,14.043825875931525,0.07038747412874305,True
2.0x,2.0,004501.npy,14.660126092284976,15.532836713300856,0.0302804878770036,18.389744616392353,0.487352618673394,15.71119055839372,0.4078459087861151,True
2.0x,2.0,001399.npy,14.660126092284976,15.532836713300856,0.0302804878770036,17.900373486143415,0.23456139156715644,15.950505842685347,0.20737461677470304,True
2.0x,2.0,004322.npy,14.660126092284976,15.532836713300856,0.0302804878770036,16.729097402558175,0.22035258118325257,14.158957193467002,0.15722488398115503,True
2.0x,2.0,003780.npy,14.660126092284976,15.532836713300856,0.0302804878770036,17.69674958810051,0.29646685896605196,14.86010017613536,0.2108140178749921,True
2.0x,2.0,002711.npy,14.660126092284976,15.532836713300856,0.0302804878770036,16.341822295603734,0.16609340708560744,13.628171311644614,0.12647463876419648,True
2.0x,2.0,002170.npy,14.660126092284976,15.532836713300856,0.0302804878770036,17.52768503595336,0.20777326587741735,14.834880587399512,0.15098661255492982,True
2.0x,2.0,002422.npy,14.660126092284976,15.532836713300856,0.0302804878770036,15.677489213716951,0.45075040586532006,13.659132989234674,0.3881193378946339,True
2.0x,2.0,000916.npy,14.660126092284976,15.532836713300856,0.0302804878770036,14.903359213041075,0.2838478370974081,13.158235028980158,0.2684548903605615,True
2.0x,2.0,002756.npy,14.660126092284976,15.532836713300856,0.0302804878770036,16.391258302879056,0.3189735607353493,14.28020271853825,0.2937784508561045,True
2.0x,2.0,000223.npy,14.660126092284976,15.532836713300856,0.0302804878770036,16.5889160318196,0.38783327403294343,14.20378724053996,0.30555014754053383,True
2.0x,2.0,000605.npy,14.660126092284976,15.532836713300856,0.0302804878770036,18.322219950250865,0.1779556059964834,16.45242682598776,0.15433973312708935,True
2.0x,2.0,004644.npy,14.660126092284976,15.532836713300856,0.0302804878770036,16.609112999301164,0.22790942313748813,13.75167985680267,0.16215522819149858,True
2.0x,2.0,003700.npy,14.660126092284976,15.532836713300856,0.0302804878770036,17.314768659761675,0.09894451262421958,14.412929468982512,0.061993297532933436,True
2.0x,2.0,002855.npy,14.660126092284976,15.532836713300856,0.0302804878770036,16.471402609233337,0.16351717103569766,13.911782167933765,0.1418416515121995,True
2.0x,2.0,002272.npy,14.660126092284976,15.532836713300856,0.0302804878770036,15.792384126332323,0.2661908153435483,13.332184086999083,0.21452458047438427,True
2.0x,2.0,003309.npy,14.660126092284976,15.532836713300856,0.0302804878770036,16.037594891694866,0.2935319852629318,14.547404119256335,0.2830658563105311,True
2.0x,2.0,002863.npy,14.660126092284976,15.532836713300856,0.0302804878770036,14.560825461089264,0.37604526244626346,13.166823383581633,0.3655803975240953,True
2.0x,2.0,001984.npy,14.660126092284976,15.532836713300856,0.0302804878770036,22.307009015706953,0.24037472436925353,20.079240035909223,0.18247762216700286,True
2.0x,2.0,000157.npy,14.660126092284976,15.532836713300856,0.0302804878770036,16.058858341362882,0.3379851086578063,13.834029640733434,0.28287018614152964,True
2.0x,2.0,003209.npy,14.660126092284976,15.532836713300856,0.0302804878770036,18.91111959233958,0.3448920494822539,16.545299729028798,0.27795699928781425,True
2.0x,2.0,001200.npy,14.660126092284976,15.532836713300856,0.0302804878770036,15.672547521481302,0.31050664482505647,13.442842258339926,0.2542803666966885,True
2.0x,2.0,004264.npy,14.660126092284976,15.532836713300856,0.0302804878770036,17.932163445469907,0.21468179804437315,14.964219582853191,0.1469605155737782,True
