file,psnr,ssim,lpips
003558.npy,25.572088814114146,0.5581623887727903,0.1333693116903305
003568.npy,25.079932477386187,0.8119046633614674,0.11901909112930298
003711.npy,24.45065597052759,0.798839263184918,0.12363694608211517
003712.npy,22.4376114826902,0.7546100242321605,0.1374436616897583
003780.npy,26.971699320952883,0.7243611868635453,0.10865992307662964
003820.npy,21.761259059934872,0.7708999672896713,0.13893651962280273
003830.npy,24.141013601347048,0.6144797331184921,0.13551704585552216
003926.npy,25.42186012921871,0.7746102906306812,0.27613595128059387
003987.npy,21.24047188666118,0.7260641984493322,0.13450811803340912
003989.npy,22.152565763907933,0.7333938446752876,0.11758605390787125
004018.npy,25.72049517903014,0.7576740335950926,0.07768256962299347
004024.npy,22.770241131265063,0.6576645418625037,0.13768362998962402
004143.npy,21.986136325956316,0.48004007988401287,0.18170079588890076
004152.npy,21.14208894503246,0.44603715768056107,0.22242450714111328
004158.npy,24.9807385514802,0.8100996421783716,0.10958834737539291
004213.npy,23.576756642010643,0.7556379153127615,0.11207059025764465
004319.npy,27.369611561301895,0.7971773746095523,0.11143392324447632
004408.npy,25.341521310684524,0.7995003914504526,0.08500873297452927
004440.npy,26.13564609623326,0.6646908579888502,0.10254230350255966
004468.npy,22.255595471446433,0.5992321406946871,0.11321378499269485
004505.npy,26.877578827157397,0.8374531512072505,0.08426570147275925
004514.npy,26.485339051532083,0.8748688325159848,0.10765650868415833
004623.npy,25.822608775864357,0.7600442006533891,0.08537916839122772
000008.npy,24.396498492286266,0.6614702292739485,0.12302170693874359
000092.npy,20.655651422441537,0.35105507835779365,0.22067564725875854
000102.npy,23.49745586573659,0.5897408795184111,0.1659705936908722
000134.npy,23.67359214203821,0.6354026965263188,0.13217225670814514
000231.npy,27.51726122156512,0.5752215017946959,0.10240340232849121
000346.npy,20.332568253866473,0.4143116446554677,0.19690491259098053
000349.npy,22.58605499501555,0.571111129217064,0.16067662835121155
000450.npy,22.56037612531224,0.7543413838172928,0.11900310218334198
000478.npy,23.569876441238765,0.6034558440700136,0.15492373704910278
000506.npy,22.06239896494194,0.5566824744369979,0.18427835404872894
000518.npy,22.920700882913543,0.5810232077451115,0.17868518829345703
000649.npy,21.483197210745445,0.5204733452293007,0.2123115062713623
000690.npy,24.922992972510617,0.465039437022265,0.10538341104984283
000772.npy,19.23496511472991,0.4788805452352185,0.16313080489635468
000800.npy,20.531342410462074,0.3741494247240755,0.1722639501094818
000880.npy,20.843470067278748,0.6041170073823342,0.19302621483802795
000933.npy,24.5988946670276,0.644619729965495,0.09143923968076706
000980.npy,26.037599220819377,0.7307669580497965,0.154601588845253
001105.npy,24.775256031070594,0.6550892886994912,0.1190887838602066
001107.npy,22.279621924116782,0.5550970237727761,0.18201245367527008
001114.npy,23.94737599640285,0.533188804025827,0.14225466549396515
001127.npy,22.932445229905355,0.5704048696275228,0.18076752126216888
001236.npy,23.14084757837364,0.49358351842323644,0.27998390793800354
001391.npy,22.48303684801593,0.5151327763096559,0.23203390836715698
001401.npy,20.580489838999405,0.48198123470072973,0.21191534399986267
001402.npy,20.24178121036357,0.37843538588442455,0.21187102794647217
001560.npy,22.172023968522264,0.6082870350452857,0.18622054159641266
001561.npy,24.02218956004014,0.6162227213056851,0.20203730463981628
001888.npy,27.75185854199746,0.8506425694478452,0.041138648986816406
001901.npy,24.732624933962676,0.7373311382225454,0.11908109486103058
001914.npy,23.90943019668687,0.8054861333589908,0.13316741585731506
002628.npy,29.75743596220843,0.8069682394760515,0.10382995009422302
000538.npy,23.493420563131146,0.7643367510074861,0.11329975724220276
001056.npy,26.799127445123876,0.6166941393736209,0.14262612164020538
002110.npy,26.03323721504518,0.7709374475648948,0.04149634391069412
002112.npy,25.7161681166748,0.4501283986712763,0.09097614884376526
002257.npy,23.954837666217145,0.39203708170575297,0.17819634079933167
002712.npy,29.59988787759019,0.8100056130802333,0.1047825813293457
002898.npy,24.05109322916571,0.78214880115858,0.10290360450744629
002910.npy,28.582256951096248,0.7796133452990036,0.10578692704439163
002982.npy,22.879097214878623,0.5718589304522276,0.14013707637786865
003000.npy,25.772654012699356,0.6395662883365373,0.15990027785301208
003004.npy,23.030990294573485,0.6489833925014381,0.17144893109798431
003070.npy,26.82577370026784,0.5500365030304352,0.1099727600812912
003803.npy,25.49128466721207,0.7784553433026411,0.11802220344543457
004200.npy,30.12249567478936,0.8648758320379853,0.0899801105260849
004244.npy,22.084331938793547,0.7483115348540247,0.12849704921245575
004349.npy,30.289481064513417,0.8387474085156308,0.11011871695518494
004451.npy,28.956761032890302,0.7971775743733029,0.18380871415138245
004523.npy,28.076687982499166,0.7199556056448333,0.22094736993312836
004540.npy,23.85195629433984,0.75139049642165,0.171769917011261
004713.npy,23.65895124371957,0.3366856353293406,0.15713612735271454
000445.npy,24.11808154064318,0.34083321956337753,0.2112167328596115
001023.npy,23.584051331504217,0.4364091288882196,0.17612159252166748
001077.npy,26.318271842985276,0.6308784064139258,0.2069840431213379
001079.npy,28.611814323801855,0.5170397690143586,0.2128525674343109
001252.npy,23.651198591038025,0.3568865493495818,0.16628660261631012
002247.npy,25.51175972661731,0.6436419541224357,0.19415000081062317
002272.npy,23.414373124013107,0.6719834219562081,0.15071244537830353
002273.npy,23.450156883205384,0.6864504814811652,0.14593887329101562
002514.npy,23.476368333445016,0.5458362181263874,0.214674174785614
002592.npy,23.968326069520522,0.8132194650974832,0.11566407978534698
002635.npy,30.136917610516836,0.7475736066800515,0.1111752912402153
002710.npy,26.681822495577407,0.7079175299225394,0.14300978183746338
002833.npy,23.50244023798993,0.5386320075747019,0.2617185711860657
002952.npy,24.7660698326696,0.39805104957490767,0.21909227967262268
002961.npy,24.31684901337766,0.5799424019344472,0.14464665949344635
000570.npy,23.31348468229401,0.5168084405957758,0.22257481515407562
000605.npy,23.670026502471764,0.425959287539375,0.17031711339950562
000623.npy,22.37287712264109,0.555619006727457,0.21184657514095306
000633.npy,24.992400480008733,0.6173725652118267,0.15939220786094666
001067.npy,23.652125365154188,0.5858490660823286,0.21656416356563568
001080.npy,21.589185322406035,0.39860341691159273,0.20145002007484436
001203.npy,23.112825031850157,0.6329049054917433,0.13618694245815277
001399.npy,22.83941959970506,0.4909657605471739,0.20713022351264954
001685.npy,22.439722854443858,0.7110089992087036,0.14816376566886902
