file,cluster,psnr,ssim,lpips,composite
001649.npy,6,26.387355900026503,0.47723166661262933,0.12144888192415237,0.7049799482300813
001673.npy,6,22.450269232370893,0.31348557741373057,0.20518243312835693,0.5349959199255888
001692.npy,6,22.476606138962904,0.6854245386820347,0.1519388109445572,0.6773087123338903
001714.npy,6,21.136448099979518,0.33737440887981823,0.22009263932704926,0.5087927698504677
001762.npy,6,20.309813682574696,0.6050848445842173,0.1748470962047577,0.5947417757392576
001778.npy,6,23.38796909977637,0.3004880666832235,0.14465360343456268,0.5716774677445841
002049.npy,6,28.80192720431357,0.6797523705099076,0.11328962445259094,0.8288637421149627
002159.npy,6,28.12358078762029,0.6046024209530949,0.1320723593235016,0.7824784824903153
002169.npy,6,25.865300900275884,0.6006626308270907,0.20609602332115173,0.7063066669525548
002170.npy,6,26.735181651058596,0.6432829931992627,0.17203223705291748,0.7511987331834171
002198.npy,6,21.429929941242545,0.4237755089997543,0.2180825173854828,0.544784995899036
002310.npy,6,20.459628164994257,0.37865036880785086,0.2393806278705597,0.501081650645636
002342.npy,6,27.697992010754632,0.48483252973282337,0.1752382218837738,0.718709036188675
002346.npy,6,22.07401637698613,0.27899010336561797,0.2133694589138031,0.5124072454169634
002348.npy,6,24.171291106975193,0.3309518816058398,0.1783854216337204,0.5879952890345996
002380.npy,6,29.987213470390284,0.6973553805192262,0.23601539433002472,0.820162516960629
002433.npy,6,23.82383516934116,0.47432382705673154,0.1978176236152649,0.6215872937991813
002534.npy,6,21.437402921260894,0.29336012852710996,0.23747369647026062,0.4950155422691918
002566.npy,6,23.334389781942676,0.37538192103610374,0.3032054901123047,0.5426008054622147
