file,spearman_r,spearman_p
004703.npy,0.38789671126729225,0.0
000740.npy,0.38726279792312557,0.0
001076.npy,0.3914256537384041,0.0
001677.npy,0.21800815859087744,0.0
001867.npy,0.49999667278504756,0.0
001984.npy,0.26597897346393135,0.0
002026.npy,0.4715799575085206,0.0
002076.npy,0.49391837350816226,0.0
002097.npy,0.24255699171873096,0.0
002187.npy,0.11904606827348252,1.9964878296545077e-205
002761.npy,0.5765533666659869,0.0
002768.npy,0.7352642629556743,0.0
002859.npy,0.15231159162209382,0.0
002937.npy,0.5406249743835198,0.0
003361.npy,0.41893805723601707,0.0
003503.npy,0.1988354894080377,0.0
003768.npy,0.589806977762829,0.0
003957.npy,0.4012825354933622,0.0
004498.npy,0.24750025138329618,0.0
004764.npy,0.38015155443173376,0.0
000640.npy,0.3065140649771676,0.0
000877.npy,0.3300408121752292,0.0
003717.npy,0.7126393310630973,0.0
002066.npy,0.29744931900538973,0.0
002067.npy,0.23949969586629452,0.0
002106.npy,0.15088010898651993,0.0
002739.npy,0.5131528393679619,0.0
002933.npy,0.4653044899096275,0.0
003222.npy,0.30602666033207737,0.0
003262.npy,0.3814518229406474,0.0
003264.npy,0.25618828407353206,0.0
003265.npy,0.434478402465511,0.0
003267.npy,0.34395296661196906,0.0
003623.npy,0.2700410179278258,0.0
003787.npy,0.3444858724983162,0.0
003849.npy,0.3537275219264895,0.0
003911.npy,0.3488525745754023,0.0
004320.npy,0.15701061778171305,0.0
004531.npy,0.29551609651747673,0.0
000322.npy,0.3072212464127745,0.0
000559.npy,0.22214816223782755,0.0
000572.npy,0.22430298903434476,0.0
001207.npy,0.3394066975348637,0.0
001340.npy,0.2901941996586176,0.0
001521.npy,0.38253523822467683,0.0
001522.npy,0.35875072630457266,0.0
002573.npy,0.15846121273115657,0.0
003083.npy,0.5570247942937133,0.0
003162.npy,0.3831850932515838,0.0
003843.npy,0.4394233524354407,0.0
003856.npy,0.45669076040518525,0.0
004642.npy,0.19089089010030566,0.0
004755.npy,0.3895800082345141,0.0
001964.npy,0.525209990977184,0.0
002796.npy,0.42189026018172743,0.0
002835.npy,0.5249345001327725,0.0
002971.npy,0.37374815951532736,0.0
003088.npy,0.34099736954386983,0.0
003857.npy,0.4108638707999297,0.0
004063.npy,0.2718404172374642,0.0
004501.npy,0.41567540654135915,0.0
004577.npy,0.40062870810375345,0.0
004597.npy,0.3911036806883938,0.0
004654.npy,0.38594004780015456,0.0
004690.npy,0.3833903149282293,0.0
004727.npy,0.3678718742285517,0.0
004752.npy,0.31050086256584863,0.0
004756.npy,0.4476471658320471,0.0
