file,psnr,ssim,lpips
000015.npy,24.344728708943173,0.6501843593187888,0.1401377171278
000030.npy,23.383312301398448,0.6065530391915775,0.18835943937301636
000088.npy,22.141658507470027,0.5617925367965605,0.21304398775100708
000093.npy,22.663386997424663,0.37502981652133494,0.22723306715488434
000167.npy,22.45154436779938,0.6418767729303837,0.14086568355560303
000194.npy,21.410676401476806,0.30712759027991166,0.17529651522636414
000215.npy,20.882107328079154,0.44685558504691997,0.20877310633659363
000295.npy,24.62349926448415,0.5818316687815785,0.21543273329734802
000318.npy,22.709414672610823,0.6109635070298594,0.1995086371898651
000319.npy,22.872140332235563,0.6289543030319652,0.15689164400100708
000347.npy,20.102302495150475,0.4393442315816574,0.24311259388923645
000366.npy,24.364559396739264,0.4542255031109676,0.15692293643951416
000371.npy,25.187806521536018,0.46424045999412983,0.16928689181804657
000388.npy,23.096894863295955,0.4678296430734843,0.17604196071624756
000424.npy,20.022019742062625,0.45240126766657457,0.21976901590824127
000432.npy,22.95932656006456,0.5743378440242405,0.17228499054908752
000439.npy,23.515273593242043,0.3731395318273231,0.19550836086273193
000520.npy,23.345540893869142,0.5255723329284054,0.20506498217582703
000562.npy,23.53585619623223,0.5885890162320501,0.16091784834861755
000596.npy,22.243553506225474,0.5170070785923228,0.26078957319259644
000630.npy,21.84595164335058,0.5419756803989373,0.18011951446533203
000653.npy,20.995094666015255,0.42749431432305146,0.21535459160804749
000743.npy,21.048945745566385,0.4784944155777595,0.2180711179971695
000813.npy,23.95778317028902,0.5834267286656862,0.13339100778102875
000819.npy,25.528206256107225,0.42977385965657233,0.16383212804794312
000889.npy,23.445773556927655,0.6104211059789117,0.15653803944587708
001014.npy,20.585816118287127,0.5661374090625928,0.1515955626964569
001100.npy,20.69365606753604,0.4417207280015219,0.19004017114639282
001119.npy,26.157937924392854,0.4801796473547965,0.14471042156219482
001122.npy,22.1659718288644,0.49524528935347345,0.2005729079246521
001132.npy,22.70408512067451,0.29861559235260005,0.14675912261009216
001199.npy,22.881179375848554,0.6355002054610513,0.1644335240125656
001221.npy,21.34935467314213,0.442854261864813,0.23263072967529297
001272.npy,22.640484562327824,0.5516045769477689,0.1982576847076416
001316.npy,23.770176128954827,0.6125226605035369,0.16508525609970093
001342.npy,22.626049249442385,0.598460022304058,0.22144004702568054
001361.npy,23.530754376860322,0.4707421588753313,0.20140205323696136
001409.npy,21.308161148481165,0.5984164989801519,0.1567903310060501
001415.npy,25.361423867542598,0.4592943586624293,0.2616373300552368
001436.npy,24.936650344731163,0.3368800683580935,0.14640486240386963
001590.npy,23.375430252344035,0.6115841171468571,0.17025695741176605
001592.npy,22.32823415448631,0.6163233347666096,0.18647177517414093
001664.npy,21.158079768482704,0.28101190350725364,0.15240713953971863
001666.npy,22.400960215749464,0.710876113029778,0.1551268994808197
001672.npy,21.421308288544534,0.32819555171524173,0.22559310495853424
001727.npy,24.19779075805507,0.556752098584883,0.13653312623500824
001733.npy,20.825548434170244,0.3042603419552785,0.23684032261371613
001747.npy,21.850591122201436,0.525982350699022,0.1785905808210373
001754.npy,22.298819039950533,0.5558074092502531,0.11418329924345016
001793.npy,23.540885639740416,0.5996574648542423,0.19840455055236816
001825.npy,21.799121882758374,0.6167204433705825,0.17418591678142548
001835.npy,21.17968020207512,0.4526412951823771,0.21936187148094177
001891.npy,29.59141434516786,0.7406375702463835,0.14224357903003693
001992.npy,29.349981086310954,0.7480457718619108,0.12401434779167175
002203.npy,27.987355398232793,0.7928804683656103,0.09930115938186646
002230.npy,25.102038546270574,0.4709874878843892,0.16095177829265594
002241.npy,26.351199091941304,0.7307038244084157,0.14584454894065857
002243.npy,26.398138649610424,0.7077123950092914,0.15470220148563385
002253.npy,25.10652220910152,0.701311893255231,0.15334554016590118
002284.npy,19.801639484855475,0.3339686585180564,0.22847089171409607
002308.npy,22.623084302845808,0.7216126987015605,0.1473044455051422
002419.npy,27.135574617344066,0.6833365314347297,0.16399036347866058
002435.npy,24.250103633436844,0.46985803682748506,0.1622869223356247
002478.npy,26.196017493185373,0.6839536491738751,0.13139215111732483
002575.npy,23.858155880710605,0.43128703666324403,0.21823611855506897
002603.npy,22.208673913268715,0.6706005263503683,0.21669906377792358
002673.npy,22.916043227220086,0.3605945262441933,0.16099703311920166
003220.npy,20.030346166292553,0.4817076070161556,0.2316899448633194
003528.npy,21.186015180316716,0.3435216851093536,0.245021253824234
003597.npy,25.59871542781663,0.7533493480609804,0.15656375885009766
003739.npy,22.242100522585417,0.6325016451358199,0.16921553015708923
003879.npy,22.615070822764373,0.501588175152285,0.23311641812324524
004020.npy,21.881514761965132,0.6190794949046485,0.20807217061519623
004413.npy,24.245926255606708,0.7103791227482408,0.1734524667263031
004684.npy,21.81212817334712,0.5164988414430535,0.2344929575920105
000156.npy,24.56433283564836,0.7401139571176227,0.09627947211265564
000198.npy,27.130296393699393,0.7465380130635588,0.15635260939598083
000508.npy,22.423850524163576,0.688771495466046,0.11986012756824493
000670.npy,22.989567909444464,0.8051978308921615,0.11031045764684677
000711.npy,21.65906627219733,0.6010038756632514,0.15173271298408508
000803.npy,25.50735510931835,0.7666842234252319,0.10849867761135101
000920.npy,24.252912327370133,0.8531695261108689,0.08286355435848236
000991.npy,23.723929471331896,0.7604685321921018,0.1199197769165039
001035.npy,24.621740321784188,0.7695792492355407,0.07859733700752258
001054.npy,24.367004180565157,0.7260637969441125,0.13674764335155487
001239.npy,23.41638125208282,0.41741553927978214,0.19558048248291016
001356.npy,20.524834277423878,0.5360720571049569,0.21039718389511108
001447.npy,25.687688570581614,0.4202109152679611,0.15232254564762115
001461.npy,25.288864090259622,0.6618137366217226,0.12605667114257812
001959.npy,26.980106661148056,0.7186740342490971,0.13663116097450256
002040.npy,26.234897671646905,0.5183045037841973,0.21223223209381104
002282.npy,26.789855505339673,0.7843292053084373,0.08886437118053436
002434.npy,23.848645590895934,0.5463319362786934,0.17570939660072327
002621.npy,22.809139035487085,0.7642459172492102,0.09056083858013153
002745.npy,25.30575940797484,0.6146232950958829,0.07600140571594238
002769.npy,23.388933708094278,0.5183977546256241,0.1394851952791214
002771.npy,23.93467516386535,0.5610688876210647,0.137287437915802
002778.npy,25.662926470495826,0.6642270557185133,0.09460873901844025
002800.npy,22.63858704364592,0.5331874261118426,0.14503180980682373
002855.npy,23.580632214355546,0.3987087082131724,0.21040359139442444
002858.npy,27.235121933051474,0.45596317554433363,0.24652960896492004
003031.npy,24.386473105578954,0.6381663095545489,0.17876625061035156
003092.npy,22.45565913395296,0.637911145511641,0.17047281563282013
003226.npy,22.189250381665794,0.5795685579497123,0.22700706124305725
003426.npy,22.791184359791714,0.35542921364349606,0.17798426747322083
